,Name,rel_date,orig_price,discounted_price,discount%
433,Rick and Morty: Virtual Rick-ality,04-20-2017,29.99,29.99,0.0
434,Stardew Valley,02-26-2016,14.99,14.99,0.0
435,Stellaris,05-9-2016,39.99,39.99,0.0
436,TERA,05-5-2015,0.0,0.0,0.0
437,RimWorld,07-15-2016,29.99,29.99,0.0
438,Dungeon Fighter Online,08-9-2016,0.0,0.0,0.0
439,Factorio,02-25-2016,20.0,20.0,0.0
440,NBA 2K17,09-20-2016,59.99,59.99,0.0
441,LEGO Batman,10-10-2008,19.99,4.99,75.04
442,LEGO Batman 2 DC Super Heroes ,06-22-2012,19.99,4.99,75.04
443,LEGO Batman 3: Beyond Gotham,11-11-2014,29.99,7.49,75.03
444,The Witcher 3: Wild Hunt,05-18-2015,39.99,39.99,0.0
445,DARK SOULS  III,04-11-2016,59.99,59.99,0.0
446,Silence,11-15-2016,29.99,14.99,50.02
447,Bayonetta,04-11-2017,19.99,19.99,0.0
448,Portal Knights,02-25-2016,14.99,11.24,25.02
449,Paladins,09-15-2016,0.0,0.0,0.0
450,Counter-Strike: Global Offensive,08-21-2012,14.99,14.99,0.0
451,PLAYERUNKNOWN'S BATTLEGROUNDS,03-23-2017,29.99,29.99,0.0
452,Outlast 2,04-24-2017,29.99,29.99,0.0
453,SMITE,09-8-2015,0.0,0.0,0.0
454,Rocket League,07-6-2015,19.99,19.99,0.0
455,BlazBlue Centralfiction,04-25-2017,39.99,35.99,10.0
456,Warframe,03-25-2013,0.0,0.0,0.0
457,The Long Dark,09-22-2014,19.99,9.99,50.03
458,H1Z1: King of the Kill,02-17-2016,19.99,19.99,0.0
459,NieR:Automata ,03-17-2017,59.99,59.99,0.0
460,Batman : Arkham Knight,06-23-2015,19.99,7.99,60.03
461,Team Fortress 2,10-10-2007,0.0,0.0,0.0
462,War Thunder,08-15-2013,0.0,0.0,0.0
463,DRAGON QUEST HEROES  II,04-25-2017,59.99,59.99,0.0
464,FINAL FANTASY XIV: A Realm Reborn ,02-18-2014,19.99,19.99,0.0
465,Batman: Arkham City - Game of the Year Edition,09-7-2012,19.99,4.99,75.04
466,Space Engineers,10-23-2013,24.99,7.49,70.03
467,Sniper Ghost Warrior 3,04-24-2017,49.99,49.99,0.0
468,Tom Clancy's Rainbow Six Siege,12-1-2015,14.99,14.99,0.0
469,Dota 2,07-9-2013,0.0,0.0,0.0
470,Grand Theft Auto V,04-13-2015,59.99,59.99,0.0
471,Batman: Arkham Asylum Game of the Year Edition,03-26-2010,19.99,4.99,75.04
472,Halo Wars: Definitive Edition,04-20-2017,19.99,19.99,0.0
473,Street Fighter V,02-15-2016,39.99,39.99,0.0
474,Batman : Arkham VR,04-25-2017,19.99,19.99,0.0
475,Star Trek Online,01-31-2012,0.0,0.0,0.0
476,Fallout Shelter,03-29-2017,0.0,0.0,0.0
477,Path of Exile,10-23-2013,0.0,0.0,0.0
478,Batman : Arkham Origins,10-25-2013,19.99,4.99,75.04
479,Sid Meier’s Civilization VI,10-20-2016,59.99,59.99,0.0
480,What Remains of Edith Finch,04-24-2017,19.99,19.99,0.0
481,Scanner Sombre,04-26-2017,11.99,9.59,20.02
482,Earthfall,04-26-2017,29.99,29.99,0.0
483,Rick and Morty: Virtual Rick-ality,04-20-2017,29.99,29.99,0.0
484,Stardew Valley,02-26-2016,14.99,14.99,0.0
485,Stellaris,05-9-2016,39.99,39.99,0.0
486,TERA,05-5-2015,0.0,0.0,0.0
487,RimWorld,07-15-2016,29.99,29.99,0.0
488,Dungeon Fighter Online,08-9-2016,0.0,0.0,0.0
489,Factorio,02-25-2016,20.0,20.0,0.0
490,NBA 2K17,09-20-2016,59.99,59.99,0.0
491,LEGO Batman,10-10-2008,19.99,4.99,75.04
492,LEGO Batman 2 DC Super Heroes ,06-22-2012,19.99,4.99,75.04
493,LEGO Batman 3: Beyond Gotham,11-11-2014,29.99,7.49,75.03
494,The Witcher 3: Wild Hunt,05-18-2015,39.99,39.99,0.0
495,DARK SOULS  III,04-11-2016,59.99,59.99,0.0
496,Silence,11-15-2016,29.99,14.99,50.02
497,Bayonetta,04-11-2017,19.99,19.99,0.0
498,Portal Knights,02-25-2016,14.99,11.24,25.02
499,Paladins,09-15-2016,0.0,0.0,0.0
500,Counter-Strike: Global Offensive,08-21-2012,14.99,14.99,0.0
501,PLAYERUNKNOWN'S BATTLEGROUNDS,03-23-2017,29.99,29.99,0.0
502,Outlast 2,04-24-2017,29.99,29.99,0.0
503,SMITE,09-8-2015,0.0,0.0,0.0
504,Rocket League,07-6-2015,19.99,19.99,0.0
505,BlazBlue Centralfiction,04-25-2017,39.99,35.99,10.0
506,Warframe,03-25-2013,0.0,0.0,0.0
507,The Long Dark,09-22-2014,19.99,9.99,50.03
508,H1Z1: King of the Kill,02-17-2016,19.99,19.99,0.0
509,NieR:Automata ,03-17-2017,59.99,59.99,0.0
510,Batman : Arkham Knight,06-23-2015,19.99,7.99,60.03
511,Team Fortress 2,10-10-2007,0.0,0.0,0.0
512,War Thunder,08-15-2013,0.0,0.0,0.0
513,DRAGON QUEST HEROES  II,04-25-2017,59.99,59.99,0.0
514,FINAL FANTASY XIV: A Realm Reborn ,02-18-2014,19.99,19.99,0.0
515,Batman: Arkham City - Game of the Year Edition,09-7-2012,19.99,4.99,75.04
516,Space Engineers,10-23-2013,24.99,7.49,70.03
517,Sniper Ghost Warrior 3,04-24-2017,49.99,49.99,0.0
518,Tom Clancy's Rainbow Six Siege,12-1-2015,14.99,14.99,0.0
519,Dota 2,07-9-2013,0.0,0.0,0.0
520,Grand Theft Auto V,04-13-2015,59.99,59.99,0.0
521,Batman: Arkham Asylum Game of the Year Edition,03-26-2010,19.99,4.99,75.04
522,Halo Wars: Definitive Edition,04-20-2017,19.99,19.99,0.0
523,Street Fighter V,02-15-2016,39.99,39.99,0.0
524,Batman : Arkham VR,04-25-2017,19.99,19.99,0.0
525,Star Trek Online,01-31-2012,0.0,0.0,0.0
526,Fallout Shelter,03-29-2017,0.0,0.0,0.0
527,Path of Exile,10-23-2013,0.0,0.0,0.0
528,Batman : Arkham Origins,10-25-2013,19.99,4.99,75.04
529,Sid Meier’s Civilization VI,10-20-2016,59.99,59.99,0.0
530,What Remains of Edith Finch,04-24-2017,19.99,19.99,0.0
531,Scanner Sombre,04-26-2017,11.99,9.59,20.02
532,Earthfall,04-26-2017,29.99,29.99,0.0
533,Rick and Morty: Virtual Rick-ality,04-20-2017,29.99,29.99,0.0
534,Stardew Valley,02-26-2016,14.99,14.99,0.0
535,Stellaris,05-9-2016,39.99,39.99,0.0
536,TERA,05-5-2015,0.0,0.0,0.0
537,RimWorld,07-15-2016,29.99,29.99,0.0
538,Dungeon Fighter Online,08-9-2016,0.0,0.0,0.0
539,Factorio,02-25-2016,20.0,20.0,0.0
540,NBA 2K17,09-20-2016,59.99,59.99,0.0
541,LEGO Batman,10-10-2008,19.99,4.99,75.04
542,LEGO Batman 2 DC Super Heroes ,06-22-2012,19.99,4.99,75.04
543,LEGO Batman 3: Beyond Gotham,11-11-2014,29.99,7.49,75.03
544,The Witcher 3: Wild Hunt,05-18-2015,39.99,39.99,0.0
545,DARK SOULS  III,04-11-2016,59.99,59.99,0.0
546,Silence,11-15-2016,29.99,14.99,50.02
547,Bayonetta,04-11-2017,19.99,19.99,0.0
548,Portal Knights,02-25-2016,14.99,11.24,25.02
549,Paladins,09-15-2016,0.0,0.0,0.0
550,Counter-Strike: Global Offensive,08-21-2012,14.99,14.99,0.0
551,PLAYERUNKNOWN'S BATTLEGROUNDS,03-23-2017,29.99,29.99,0.0
552,Outlast 2,04-24-2017,29.99,29.99,0.0
553,SMITE,09-8-2015,0.0,0.0,0.0
554,Rocket League,07-6-2015,19.99,19.99,0.0
555,BlazBlue Centralfiction,04-25-2017,39.99,35.99,10.0
556,Warframe,03-25-2013,0.0,0.0,0.0
557,The Long Dark,09-22-2014,19.99,9.99,50.03
558,H1Z1: King of the Kill,02-17-2016,19.99,19.99,0.0
559,NieR:Automata ,03-17-2017,59.99,59.99,0.0
560,Batman : Arkham Knight,06-23-2015,19.99,7.99,60.03
561,Team Fortress 2,10-10-2007,0.0,0.0,0.0
562,War Thunder,08-15-2013,0.0,0.0,0.0
563,DRAGON QUEST HEROES  II,04-25-2017,59.99,59.99,0.0
564,FINAL FANTASY XIV: A Realm Reborn ,02-18-2014,19.99,19.99,0.0
565,Batman: Arkham City - Game of the Year Edition,09-7-2012,19.99,4.99,75.04
566,Space Engineers,10-23-2013,24.99,7.49,70.03
567,Sniper Ghost Warrior 3,04-24-2017,49.99,49.99,0.0
568,Tom Clancy's Rainbow Six Siege,12-1-2015,14.99,14.99,0.0
569,Dota 2,07-9-2013,0.0,0.0,0.0
570,Grand Theft Auto V,04-13-2015,59.99,59.99,0.0
571,Batman: Arkham Asylum Game of the Year Edition,03-26-2010,19.99,4.99,75.04
572,Halo Wars: Definitive Edition,04-20-2017,19.99,19.99,0.0
573,Street Fighter V,02-15-2016,39.99,39.99,0.0
574,Batman : Arkham VR,04-25-2017,19.99,19.99,0.0
575,Star Trek Online,01-31-2012,0.0,0.0,0.0
576,Fallout Shelter,03-29-2017,0.0,0.0,0.0
577,Path of Exile,10-23-2013,0.0,0.0,0.0
578,Batman : Arkham Origins,10-25-2013,19.99,4.99,75.04
579,Sid Meier’s Civilization VI,10-20-2016,59.99,59.99,0.0
580,What Remains of Edith Finch,04-24-2017,19.99,19.99,0.0
581,Scanner Sombre,04-26-2017,11.99,9.59,20.02
582,Earthfall,04-26-2017,29.99,29.99,0.0
583,Rick and Morty: Virtual Rick-ality,04-20-2017,29.99,29.99,0.0
584,Stardew Valley,02-26-2016,14.99,14.99,0.0
585,Stellaris,05-9-2016,39.99,39.99,0.0
586,TERA,05-5-2015,0.0,0.0,0.0
587,RimWorld,07-15-2016,29.99,29.99,0.0
588,Dungeon Fighter Online,08-9-2016,0.0,0.0,0.0
589,Factorio,02-25-2016,20.0,20.0,0.0
590,NBA 2K17,09-20-2016,59.99,59.99,0.0
591,LEGO Batman,10-10-2008,19.99,4.99,75.04
592,LEGO Batman 2 DC Super Heroes ,06-22-2012,19.99,4.99,75.04
593,LEGO Batman 3: Beyond Gotham,11-11-2014,29.99,7.49,75.03
594,The Witcher 3: Wild Hunt,05-18-2015,39.99,39.99,0.0
595,DARK SOULS  III,04-11-2016,59.99,59.99,0.0
596,Silence,11-15-2016,29.99,14.99,50.02
597,Bayonetta,04-11-2017,19.99,19.99,0.0
598,Portal Knights,02-25-2016,14.99,11.24,25.02
599,Paladins,09-15-2016,0.0,0.0,0.0
600,Counter-Strike: Global Offensive,08-21-2012,14.99,14.99,0.0
601,PLAYERUNKNOWN'S BATTLEGROUNDS,03-23-2017,29.99,29.99,0.0
602,Outlast 2,04-24-2017,29.99,29.99,0.0
603,SMITE,09-8-2015,0.0,0.0,0.0
604,Rocket League,07-6-2015,19.99,19.99,0.0
605,BlazBlue Centralfiction,04-25-2017,39.99,35.99,10.0
606,Warframe,03-25-2013,0.0,0.0,0.0
607,The Long Dark,09-22-2014,19.99,9.99,50.03
608,H1Z1: King of the Kill,02-17-2016,19.99,19.99,0.0
609,NieR:Automata ,03-17-2017,59.99,59.99,0.0
610,Batman : Arkham Knight,06-23-2015,19.99,7.99,60.03
611,Team Fortress 2,10-10-2007,0.0,0.0,0.0
612,War Thunder,08-15-2013,0.0,0.0,0.0
613,DRAGON QUEST HEROES  II,04-25-2017,59.99,59.99,0.0
614,FINAL FANTASY XIV: A Realm Reborn ,02-18-2014,19.99,19.99,0.0
615,Batman: Arkham City - Game of the Year Edition,09-7-2012,19.99,4.99,75.04
616,Space Engineers,10-23-2013,24.99,7.49,70.03
617,Sniper Ghost Warrior 3,04-24-2017,49.99,49.99,0.0
618,Tom Clancy's Rainbow Six Siege,12-1-2015,14.99,14.99,0.0
619,Dota 2,07-9-2013,0.0,0.0,0.0
620,Grand Theft Auto V,04-13-2015,59.99,59.99,0.0
621,Batman: Arkham Asylum Game of the Year Edition,03-26-2010,19.99,4.99,75.04
622,Halo Wars: Definitive Edition,04-20-2017,19.99,19.99,0.0
623,Street Fighter V,02-15-2016,39.99,39.99,0.0
624,Batman : Arkham VR,04-25-2017,19.99,19.99,0.0
625,Star Trek Online,01-31-2012,0.0,0.0,0.0
626,Fallout Shelter,03-29-2017,0.0,0.0,0.0
627,Path of Exile,10-23-2013,0.0,0.0,0.0
628,Batman : Arkham Origins,10-25-2013,19.99,4.99,75.04
629,Sid Meier’s Civilization VI,10-20-2016,59.99,59.99,0.0
630,What Remains of Edith Finch,04-24-2017,19.99,19.99,0.0
631,Scanner Sombre,04-26-2017,11.99,9.59,20.02
632,Earthfall,04-26-2017,29.99,29.99,0.0
633,Rick and Morty: Virtual Rick-ality,04-20-2017,29.99,29.99,0.0
634,Stardew Valley,02-26-2016,14.99,14.99,0.0
635,Stellaris,05-9-2016,39.99,39.99,0.0
636,TERA,05-5-2015,0.0,0.0,0.0
637,RimWorld,07-15-2016,29.99,29.99,0.0
638,Dungeon Fighter Online,08-9-2016,0.0,0.0,0.0
639,Factorio,02-25-2016,20.0,20.0,0.0
640,NBA 2K17,09-20-2016,59.99,59.99,0.0
641,LEGO Batman,10-10-2008,19.99,4.99,75.04
642,LEGO Batman 2 DC Super Heroes ,06-22-2012,19.99,4.99,75.04
643,LEGO Batman 3: Beyond Gotham,11-11-2014,29.99,7.49,75.03
644,The Witcher 3: Wild Hunt,05-18-2015,39.99,39.99,0.0
645,DARK SOULS  III,04-11-2016,59.99,59.99,0.0
646,Silence,11-15-2016,29.99,14.99,50.02
647,Bayonetta,04-11-2017,19.99,19.99,0.0
648,Portal Knights,02-25-2016,14.99,11.24,25.02
649,Paladins,09-15-2016,0.0,0.0,0.0
650,Counter-Strike: Global Offensive,08-21-2012,14.99,14.99,0.0
651,PLAYERUNKNOWN'S BATTLEGROUNDS,03-23-2017,29.99,29.99,0.0
652,Outlast 2,04-24-2017,29.99,29.99,0.0
653,SMITE,09-8-2015,0.0,0.0,0.0
654,Rocket League,07-6-2015,19.99,19.99,0.0
655,BlazBlue Centralfiction,04-25-2017,39.99,35.99,10.0
656,Warframe,03-25-2013,0.0,0.0,0.0
657,The Long Dark,09-22-2014,19.99,9.99,50.03
658,H1Z1: King of the Kill,02-17-2016,19.99,19.99,0.0
659,NieR:Automata ,03-17-2017,59.99,59.99,0.0
660,Batman : Arkham Knight,06-23-2015,19.99,7.99,60.03
661,Team Fortress 2,10-10-2007,0.0,0.0,0.0
662,War Thunder,08-15-2013,0.0,0.0,0.0
663,DRAGON QUEST HEROES  II,04-25-2017,59.99,59.99,0.0
664,FINAL FANTASY XIV: A Realm Reborn ,02-18-2014,19.99,19.99,0.0
665,Batman: Arkham City - Game of the Year Edition,09-7-2012,19.99,4.99,75.04
666,Space Engineers,10-23-2013,24.99,7.49,70.03
667,Sniper Ghost Warrior 3,04-24-2017,49.99,49.99,0.0
668,Tom Clancy's Rainbow Six Siege,12-1-2015,14.99,14.99,0.0
669,Dota 2,07-9-2013,0.0,0.0,0.0
670,Grand Theft Auto V,04-13-2015,59.99,59.99,0.0
671,Batman: Arkham Asylum Game of the Year Edition,03-26-2010,19.99,4.99,75.04
672,Halo Wars: Definitive Edition,04-20-2017,19.99,19.99,0.0
673,Street Fighter V,02-15-2016,39.99,39.99,0.0
674,Batman : Arkham VR,04-25-2017,19.99,19.99,0.0
675,Star Trek Online,01-31-2012,0.0,0.0,0.0
676,Fallout Shelter,03-29-2017,0.0,0.0,0.0
677,Path of Exile,10-23-2013,0.0,0.0,0.0
678,Batman : Arkham Origins,10-25-2013,19.99,4.99,75.04
679,Sid Meier’s Civilization VI,10-20-2016,59.99,59.99,0.0
680,What Remains of Edith Finch,04-24-2017,19.99,19.99,0.0
681,Scanner Sombre,04-26-2017,11.99,9.59,20.02
682,Earthfall,04-26-2017,29.99,29.99,0.0
683,Rick and Morty: Virtual Rick-ality,04-20-2017,29.99,29.99,0.0
684,Stardew Valley,02-26-2016,14.99,14.99,0.0
685,Stellaris,05-9-2016,39.99,39.99,0.0
686,TERA,05-5-2015,0.0,0.0,0.0
687,RimWorld,07-15-2016,29.99,29.99,0.0
688,Dungeon Fighter Online,08-9-2016,0.0,0.0,0.0
689,Factorio,02-25-2016,20.0,20.0,0.0
690,NBA 2K17,09-20-2016,59.99,59.99,0.0
691,LEGO Batman,10-10-2008,19.99,4.99,75.04
692,LEGO Batman 2 DC Super Heroes ,06-22-2012,19.99,4.99,75.04
693,LEGO Batman 3: Beyond Gotham,11-11-2014,29.99,7.49,75.03
694,The Witcher 3: Wild Hunt,05-18-2015,39.99,39.99,0.0
695,DARK SOULS  III,04-11-2016,59.99,59.99,0.0
696,Silence,11-15-2016,29.99,14.99,50.02
697,Bayonetta,04-11-2017,19.99,19.99,0.0
698,Portal Knights,02-25-2016,14.99,11.24,25.02
699,Paladins,09-15-2016,0.0,0.0,0.0
700,Counter-Strike: Global Offensive,08-21-2012,14.99,14.99,0.0
701,PLAYERUNKNOWN'S BATTLEGROUNDS,03-23-2017,29.99,29.99,0.0
702,Outlast 2,04-24-2017,29.99,29.99,0.0
703,SMITE,09-8-2015,0.0,0.0,0.0
704,Rocket League,07-6-2015,19.99,19.99,0.0
705,BlazBlue Centralfiction,04-25-2017,39.99,35.99,10.0
706,Warframe,03-25-2013,0.0,0.0,0.0
707,The Long Dark,09-22-2014,19.99,9.99,50.03
708,H1Z1: King of the Kill,02-17-2016,19.99,19.99,0.0
709,NieR:Automata ,03-17-2017,59.99,59.99,0.0
710,Batman : Arkham Knight,06-23-2015,19.99,7.99,60.03
711,Team Fortress 2,10-10-2007,0.0,0.0,0.0
712,War Thunder,08-15-2013,0.0,0.0,0.0
713,DRAGON QUEST HEROES  II,04-25-2017,59.99,59.99,0.0
714,FINAL FANTASY XIV: A Realm Reborn ,02-18-2014,19.99,19.99,0.0
715,Batman: Arkham City - Game of the Year Edition,09-7-2012,19.99,4.99,75.04
716,Space Engineers,10-23-2013,24.99,7.49,70.03
717,Sniper Ghost Warrior 3,04-24-2017,49.99,49.99,0.0
718,Tom Clancy's Rainbow Six Siege,12-1-2015,14.99,14.99,0.0
719,Dota 2,07-9-2013,0.0,0.0,0.0
720,Grand Theft Auto V,04-13-2015,59.99,59.99,0.0
721,Batman: Arkham Asylum Game of the Year Edition,03-26-2010,19.99,4.99,75.04
722,Halo Wars: Definitive Edition,04-20-2017,19.99,19.99,0.0
723,Street Fighter V,02-15-2016,39.99,39.99,0.0
724,Batman : Arkham VR,04-25-2017,19.99,19.99,0.0
725,Star Trek Online,01-31-2012,0.0,0.0,0.0
726,Fallout Shelter,03-29-2017,0.0,0.0,0.0
727,Path of Exile,10-23-2013,0.0,0.0,0.0
728,Batman : Arkham Origins,10-25-2013,19.99,4.99,75.04
729,Sid Meier’s Civilization VI,10-20-2016,59.99,59.99,0.0
730,What Remains of Edith Finch,04-24-2017,19.99,19.99,0.0
731,Scanner Sombre,04-26-2017,11.99,9.59,20.02
732,Earthfall,04-26-2017,29.99,29.99,0.0
733,Rick and Morty: Virtual Rick-ality,04-20-2017,29.99,29.99,0.0
734,Stardew Valley,02-26-2016,14.99,14.99,0.0
735,Stellaris,05-9-2016,39.99,39.99,0.0
736,TERA,05-5-2015,0.0,0.0,0.0
737,RimWorld,07-15-2016,29.99,29.99,0.0
738,Dungeon Fighter Online,08-9-2016,0.0,0.0,0.0
739,Factorio,02-25-2016,20.0,20.0,0.0
740,NBA 2K17,09-20-2016,59.99,59.99,0.0
741,LEGO Batman,10-10-2008,19.99,4.99,75.04
742,LEGO Batman 2 DC Super Heroes ,06-22-2012,19.99,4.99,75.04
743,LEGO Batman 3: Beyond Gotham,11-11-2014,29.99,7.49,75.03
744,The Witcher 3: Wild Hunt,05-18-2015,39.99,39.99,0.0
745,DARK SOULS  III,04-11-2016,59.99,59.99,0.0
746,Silence,11-15-2016,29.99,14.99,50.02
747,Bayonetta,04-11-2017,19.99,19.99,0.0
748,Portal Knights,02-25-2016,14.99,11.24,25.02
749,Paladins,09-15-2016,0.0,0.0,0.0
750,Counter-Strike: Global Offensive,08-21-2012,14.99,14.99,0.0
751,PLAYERUNKNOWN'S BATTLEGROUNDS,03-23-2017,29.99,29.99,0.0
752,Outlast 2,04-24-2017,29.99,29.99,0.0
753,SMITE,09-8-2015,0.0,0.0,0.0
754,Rocket League,07-6-2015,19.99,19.99,0.0
755,BlazBlue Centralfiction,04-25-2017,39.99,35.99,10.0
756,Warframe,03-25-2013,0.0,0.0,0.0
757,The Long Dark,09-22-2014,19.99,9.99,50.03
758,H1Z1: King of the Kill,02-17-2016,19.99,19.99,0.0
759,NieR:Automata ,03-17-2017,59.99,59.99,0.0
760,Batman : Arkham Knight,06-23-2015,19.99,7.99,60.03
761,Team Fortress 2,10-10-2007,0.0,0.0,0.0
762,War Thunder,08-15-2013,0.0,0.0,0.0
763,DRAGON QUEST HEROES  II,04-25-2017,59.99,59.99,0.0
764,FINAL FANTASY XIV: A Realm Reborn ,02-18-2014,19.99,19.99,0.0
765,Batman: Arkham City - Game of the Year Edition,09-7-2012,19.99,4.99,75.04
766,Space Engineers,10-23-2013,24.99,7.49,70.03
767,Sniper Ghost Warrior 3,04-24-2017,49.99,49.99,0.0
768,Tom Clancy's Rainbow Six Siege,12-1-2015,14.99,14.99,0.0
769,Dota 2,07-9-2013,0.0,0.0,0.0
770,Grand Theft Auto V,04-13-2015,59.99,59.99,0.0
771,Batman: Arkham Asylum Game of the Year Edition,03-26-2010,19.99,4.99,75.04
772,Halo Wars: Definitive Edition,04-20-2017,19.99,19.99,0.0
773,Street Fighter V,02-15-2016,39.99,39.99,0.0
774,Batman : Arkham VR,04-25-2017,19.99,19.99,0.0
775,Star Trek Online,01-31-2012,0.0,0.0,0.0
776,Fallout Shelter,03-29-2017,0.0,0.0,0.0
777,Path of Exile,10-23-2013,0.0,0.0,0.0
778,Batman : Arkham Origins,10-25-2013,19.99,4.99,75.04
779,Sid Meier’s Civilization VI,10-20-2016,59.99,59.99,0.0
780,What Remains of Edith Finch,04-24-2017,19.99,19.99,0.0
781,Scanner Sombre,04-26-2017,11.99,9.59,20.02
782,Earthfall,04-26-2017,29.99,29.99,0.0
783,Rick and Morty: Virtual Rick-ality,04-20-2017,29.99,29.99,0.0
784,Stardew Valley,02-26-2016,14.99,14.99,0.0
785,Stellaris,05-9-2016,39.99,39.99,0.0
786,TERA,05-5-2015,0.0,0.0,0.0
787,RimWorld,07-15-2016,29.99,29.99,0.0
788,Dungeon Fighter Online,08-9-2016,0.0,0.0,0.0
789,Factorio,02-25-2016,20.0,20.0,0.0
790,NBA 2K17,09-20-2016,59.99,59.99,0.0
791,LEGO Batman,10-10-2008,19.99,4.99,75.04
792,LEGO Batman 2 DC Super Heroes ,06-22-2012,19.99,4.99,75.04
793,LEGO Batman 3: Beyond Gotham,11-11-2014,29.99,7.49,75.03
794,The Witcher 3: Wild Hunt,05-18-2015,39.99,39.99,0.0
795,DARK SOULS  III,04-11-2016,59.99,59.99,0.0
796,Silence,11-15-2016,29.99,14.99,50.02
797,Bayonetta,04-11-2017,19.99,19.99,0.0
798,Portal Knights,02-25-2016,14.99,11.24,25.02
799,Paladins,09-15-2016,0.0,0.0,0.0
800,Counter-Strike: Global Offensive,08-21-2012,14.99,14.99,0.0
801,PLAYERUNKNOWN'S BATTLEGROUNDS,03-23-2017,29.99,29.99,0.0
802,Outlast 2,04-24-2017,29.99,29.99,0.0
803,SMITE,09-8-2015,0.0,0.0,0.0
804,Rocket League,07-6-2015,19.99,19.99,0.0
805,BlazBlue Centralfiction,04-25-2017,39.99,35.99,10.0
806,Warframe,03-25-2013,0.0,0.0,0.0
807,The Long Dark,09-22-2014,19.99,9.99,50.03
808,H1Z1: King of the Kill,02-17-2016,19.99,19.99,0.0
809,NieR:Automata ,03-17-2017,59.99,59.99,0.0
810,Batman : Arkham Knight,06-23-2015,19.99,7.99,60.03
811,Team Fortress 2,10-10-2007,0.0,0.0,0.0
812,War Thunder,08-15-2013,0.0,0.0,0.0
813,DRAGON QUEST HEROES  II,04-25-2017,59.99,59.99,0.0
814,FINAL FANTASY XIV: A Realm Reborn ,02-18-2014,19.99,19.99,0.0
815,Batman: Arkham City - Game of the Year Edition,09-7-2012,19.99,4.99,75.04
816,Space Engineers,10-23-2013,24.99,7.49,70.03
817,Sniper Ghost Warrior 3,04-24-2017,49.99,49.99,0.0
818,Tom Clancy's Rainbow Six Siege,12-1-2015,14.99,14.99,0.0
819,Dota 2,07-9-2013,0.0,0.0,0.0
820,Grand Theft Auto V,04-13-2015,59.99,59.99,0.0
821,Batman: Arkham Asylum Game of the Year Edition,03-26-2010,19.99,4.99,75.04
822,Halo Wars: Definitive Edition,04-20-2017,19.99,19.99,0.0
823,Street Fighter V,02-15-2016,39.99,39.99,0.0
824,Batman : Arkham VR,04-25-2017,19.99,19.99,0.0
825,Star Trek Online,01-31-2012,0.0,0.0,0.0
826,Fallout Shelter,03-29-2017,0.0,0.0,0.0
827,Path of Exile,10-23-2013,0.0,0.0,0.0
828,Batman : Arkham Origins,10-25-2013,19.99,4.99,75.04
829,Sid Meier’s Civilization VI,10-20-2016,59.99,59.99,0.0
830,What Remains of Edith Finch,04-24-2017,19.99,19.99,0.0
831,Scanner Sombre,04-26-2017,11.99,9.59,20.02
832,Earthfall,04-26-2017,29.99,29.99,0.0
833,Rick and Morty: Virtual Rick-ality,04-20-2017,29.99,29.99,0.0
834,Stardew Valley,02-26-2016,14.99,14.99,0.0
835,Stellaris,05-9-2016,39.99,39.99,0.0
836,TERA,05-5-2015,0.0,0.0,0.0
837,RimWorld,07-15-2016,29.99,29.99,0.0
838,Dungeon Fighter Online,08-9-2016,0.0,0.0,0.0
839,Factorio,02-25-2016,20.0,20.0,0.0
840,NBA 2K17,09-20-2016,59.99,59.99,0.0
841,LEGO Batman,10-10-2008,19.99,4.99,75.04
842,LEGO Batman 2 DC Super Heroes ,06-22-2012,19.99,4.99,75.04
843,LEGO Batman 3: Beyond Gotham,11-11-2014,29.99,7.49,75.03
844,The Witcher 3: Wild Hunt,05-18-2015,39.99,39.99,0.0
845,DARK SOULS  III,04-11-2016,59.99,59.99,0.0
846,Silence,11-15-2016,29.99,14.99,50.02
847,Bayonetta,04-11-2017,19.99,19.99,0.0
848,Portal Knights,02-25-2016,14.99,11.24,25.02
849,Paladins,09-15-2016,0.0,0.0,0.0
850,Counter-Strike: Global Offensive,08-21-2012,14.99,14.99,0.0
851,PLAYERUNKNOWN'S BATTLEGROUNDS,03-23-2017,29.99,29.99,0.0
852,Outlast 2,04-24-2017,29.99,29.99,0.0
853,SMITE,09-8-2015,0.0,0.0,0.0
854,Rocket League,07-6-2015,19.99,19.99,0.0
855,BlazBlue Centralfiction,04-25-2017,39.99,35.99,10.0
856,Warframe,03-25-2013,0.0,0.0,0.0
857,The Long Dark,09-22-2014,19.99,9.99,50.03
858,H1Z1: King of the Kill,02-17-2016,19.99,19.99,0.0
859,NieR:Automata ,03-17-2017,59.99,59.99,0.0
860,Batman : Arkham Knight,06-23-2015,19.99,7.99,60.03
861,Team Fortress 2,10-10-2007,0.0,0.0,0.0
862,War Thunder,08-15-2013,0.0,0.0,0.0
863,DRAGON QUEST HEROES  II,04-25-2017,59.99,59.99,0.0
864,FINAL FANTASY XIV: A Realm Reborn ,02-18-2014,19.99,19.99,0.0
865,Batman: Arkham City - Game of the Year Edition,09-7-2012,19.99,4.99,75.04
866,Space Engineers,10-23-2013,24.99,7.49,70.03
867,Sniper Ghost Warrior 3,04-24-2017,49.99,49.99,0.0
868,Tom Clancy's Rainbow Six Siege,12-1-2015,14.99,14.99,0.0
869,Dota 2,07-9-2013,0.0,0.0,0.0
