,Name,rel_date,orig_price,discounted_price,discount%
2792,Ultimate Epic Battle Simulator,04-12-2017,15.99,15.99,0.0
2793,LEGO Batman,10-10-2008,19.99,4.99,75.04
2794,LEGO Batman 2 DC Super Heroes ,06-22-2012,19.99,4.99,75.04
2795,LEGO Batman 3: Beyond Gotham,11-11-2014,29.99,7.49,75.03
2796,The Witcher 3: Wild Hunt,05-18-2015,39.99,39.99,0.0
2797,Silence,11-15-2016,29.99,14.99,50.02
2798,Tom Clancy's Ghost Recon Wildlands,03-6-2017,59.99,59.99,0.0
2799,Bayonetta,04-11-2017,19.99,19.99,0.0
2800,Counter-Strike: Global Offensive,08-21-2012,14.99,14.99,0.0
2801,PLAYERUNKNOWN'S BATTLEGROUNDS,03-23-2017,29.99,29.99,0.0
2802,Outlast 2,04-24-2017,29.99,29.99,0.0
2803,SMITE,09-8-2015,0.0,0.0,0.0
2804,Rocket League,07-6-2015,19.99,19.99,0.0
2805,BlazBlue Centralfiction,04-25-2017,39.99,35.99,10.0
2806,Warframe,03-25-2013,0.0,0.0,0.0
2807,The Long Dark,09-22-2014,19.99,9.99,50.03
2808,H1Z1: King of the Kill,02-17-2016,19.99,19.99,0.0
2809,NieR:Automata ,03-17-2017,59.99,59.99,0.0
2810,Batman : Arkham Knight,06-23-2015,19.99,7.99,60.03
2811,Team Fortress 2,10-10-2007,0.0,0.0,0.0
2812,Batman: Arkham City - Game of the Year Edition,09-7-2012,19.99,4.99,75.04
2813,War Thunder,08-15-2013,0.0,0.0,0.0
2814,Sniper Ghost Warrior 3,04-24-2017,49.99,49.99,0.0
2815,FINAL FANTASY XIV: A Realm Reborn ,02-18-2014,19.99,19.99,0.0
2816,Space Engineers,10-23-2013,24.99,7.49,70.03
2817,DRAGON QUEST HEROES  II,04-25-2017,59.99,59.99,0.0
2818,Tom Clancy's Rainbow Six Siege,12-1-2015,14.99,14.99,0.0
2819,Dota 2,07-9-2013,0.0,0.0,0.0
2820,Grand Theft Auto V,04-13-2015,59.99,59.99,0.0
2821,Batman: Arkham Asylum Game of the Year Edition,03-26-2010,19.99,4.99,75.04
2822,Halo Wars: Definitive Edition,04-20-2017,19.99,19.99,0.0
2823,Street Fighter V,02-15-2016,39.99,39.99,0.0
2824,Batman : Arkham VR,04-25-2017,19.99,19.99,0.0
2825,Fallout Shelter,03-29-2017,0.0,0.0,0.0
2826,Path of Exile,10-23-2013,0.0,0.0,0.0
2827,Batman : Arkham Origins,10-25-2013,19.99,4.99,75.04
2828,Star Trek Online,01-31-2012,0.0,0.0,0.0
2829,Earthfall,04-26-2017,29.99,29.99,0.0
2830,Sid Meier’s Civilization VI,10-20-2016,59.99,59.99,0.0
2831,What Remains of Edith Finch,04-24-2017,19.99,19.99,0.0
2832,Scanner Sombre,04-26-2017,11.99,9.59,20.02
2833,Factorio,02-25-2016,20.0,20.0,0.0
2834,Rick and Morty: Virtual Rick-ality,04-20-2017,29.99,29.99,0.0
2835,TERA,05-5-2015,0.0,0.0,0.0
2836,Stardew Valley,02-26-2016,14.99,14.99,0.0
2837,Stellaris,05-9-2016,39.99,39.99,0.0
2838,RimWorld,07-15-2016,29.99,29.99,0.0
2839,Portal Knights,02-25-2016,14.99,11.24,25.02
2840,Dungeon Fighter Online,08-9-2016,0.0,0.0,0.0
2841,NBA 2K17,09-20-2016,59.99,59.99,0.0
2842,Ultimate Epic Battle Simulator,04-12-2017,15.99,15.99,0.0
2843,LEGO Batman,10-10-2008,19.99,4.99,75.04
2844,LEGO Batman 2 DC Super Heroes ,06-22-2012,19.99,4.99,75.04
2845,LEGO Batman 3: Beyond Gotham,11-11-2014,29.99,7.49,75.03
2846,The Witcher 3: Wild Hunt,05-18-2015,39.99,39.99,0.0
2847,Silence,11-15-2016,29.99,14.99,50.02
2848,Tom Clancy's Ghost Recon Wildlands,03-6-2017,59.99,59.99,0.0
2849,Bayonetta,04-11-2017,19.99,19.99,0.0
2850,Counter-Strike: Global Offensive,08-21-2012,14.99,14.99,0.0
2851,PLAYERUNKNOWN'S BATTLEGROUNDS,03-23-2017,29.99,29.99,0.0
2852,Outlast 2,04-24-2017,29.99,29.99,0.0
2853,SMITE,09-8-2015,0.0,0.0,0.0
2854,Rocket League,07-6-2015,19.99,19.99,0.0
2855,BlazBlue Centralfiction,04-25-2017,39.99,35.99,10.0
2856,Warframe,03-25-2013,0.0,0.0,0.0
2857,The Long Dark,09-22-2014,19.99,9.99,50.03
2858,H1Z1: King of the Kill,02-17-2016,19.99,19.99,0.0
2859,NieR:Automata ,03-17-2017,59.99,59.99,0.0
2860,Batman : Arkham Knight,06-23-2015,19.99,7.99,60.03
2861,Team Fortress 2,10-10-2007,0.0,0.0,0.0
2862,Batman: Arkham City - Game of the Year Edition,09-7-2012,19.99,4.99,75.04
2863,War Thunder,08-15-2013,0.0,0.0,0.0
2864,Sniper Ghost Warrior 3,04-24-2017,49.99,49.99,0.0
2865,FINAL FANTASY XIV: A Realm Reborn ,02-18-2014,19.99,19.99,0.0
2866,Space Engineers,10-23-2013,24.99,7.49,70.03
2867,DRAGON QUEST HEROES  II,04-25-2017,59.99,59.99,0.0
2868,Tom Clancy's Rainbow Six Siege,12-1-2015,14.99,14.99,0.0
2869,Dota 2,07-9-2013,0.0,0.0,0.0
2870,Grand Theft Auto V,04-13-2015,59.99,59.99,0.0
2871,Batman: Arkham Asylum Game of the Year Edition,03-26-2010,19.99,4.99,75.04
2872,Halo Wars: Definitive Edition,04-20-2017,19.99,19.99,0.0
2873,Street Fighter V,02-15-2016,39.99,39.99,0.0
2874,Batman : Arkham VR,04-25-2017,19.99,19.99,0.0
2875,Fallout Shelter,03-29-2017,0.0,0.0,0.0
2876,Path of Exile,10-23-2013,0.0,0.0,0.0
2877,Batman : Arkham Origins,10-25-2013,19.99,4.99,75.04
2878,Star Trek Online,01-31-2012,0.0,0.0,0.0
2879,Earthfall,04-26-2017,29.99,29.99,0.0
2880,Sid Meier’s Civilization VI,10-20-2016,59.99,59.99,0.0
2881,What Remains of Edith Finch,04-24-2017,19.99,19.99,0.0
2882,Scanner Sombre,04-26-2017,11.99,9.59,20.02
2883,Factorio,02-25-2016,20.0,20.0,0.0
2884,Rick and Morty: Virtual Rick-ality,04-20-2017,29.99,29.99,0.0
2885,TERA,05-5-2015,0.0,0.0,0.0
2886,Stardew Valley,02-26-2016,14.99,14.99,0.0
2887,Stellaris,05-9-2016,39.99,39.99,0.0
2888,RimWorld,07-15-2016,29.99,29.99,0.0
2889,Portal Knights,02-25-2016,14.99,11.24,25.02
2890,Dungeon Fighter Online,08-9-2016,0.0,0.0,0.0
2891,NBA 2K17,09-20-2016,59.99,59.99,0.0
2892,Ultimate Epic Battle Simulator,04-12-2017,15.99,15.99,0.0
2893,LEGO Batman,10-10-2008,19.99,4.99,75.04
2894,LEGO Batman 2 DC Super Heroes ,06-22-2012,19.99,4.99,75.04
2895,LEGO Batman 3: Beyond Gotham,11-11-2014,29.99,7.49,75.03
2896,The Witcher 3: Wild Hunt,05-18-2015,39.99,39.99,0.0
2897,Silence,11-15-2016,29.99,14.99,50.02
2898,Tom Clancy's Ghost Recon Wildlands,03-6-2017,59.99,59.99,0.0
2899,Bayonetta,04-11-2017,19.99,19.99,0.0
2900,Counter-Strike: Global Offensive,08-21-2012,14.99,14.99,0.0
2901,PLAYERUNKNOWN'S BATTLEGROUNDS,03-23-2017,29.99,29.99,0.0
2902,Outlast 2,04-24-2017,29.99,29.99,0.0
2903,SMITE,09-8-2015,0.0,0.0,0.0
2904,Rocket League,07-6-2015,19.99,19.99,0.0
2905,BlazBlue Centralfiction,04-25-2017,39.99,35.99,10.0
2906,Warframe,03-25-2013,0.0,0.0,0.0
2907,The Long Dark,09-22-2014,19.99,9.99,50.03
2908,H1Z1: King of the Kill,02-17-2016,19.99,19.99,0.0
2909,NieR:Automata ,03-17-2017,59.99,59.99,0.0
2910,Batman : Arkham Knight,06-23-2015,19.99,7.99,60.03
2911,Team Fortress 2,10-10-2007,0.0,0.0,0.0
2912,Batman: Arkham City - Game of the Year Edition,09-7-2012,19.99,4.99,75.04
2913,War Thunder,08-15-2013,0.0,0.0,0.0
2914,Sniper Ghost Warrior 3,04-24-2017,49.99,49.99,0.0
2915,FINAL FANTASY XIV: A Realm Reborn ,02-18-2014,19.99,19.99,0.0
2916,Space Engineers,10-23-2013,24.99,7.49,70.03
2917,DRAGON QUEST HEROES  II,04-25-2017,59.99,59.99,0.0
2918,Tom Clancy's Rainbow Six Siege,12-1-2015,14.99,14.99,0.0
2919,Dota 2,07-9-2013,0.0,0.0,0.0
2920,Grand Theft Auto V,04-13-2015,59.99,59.99,0.0
2921,Batman: Arkham Asylum Game of the Year Edition,03-26-2010,19.99,4.99,75.04
2922,Halo Wars: Definitive Edition,04-20-2017,19.99,19.99,0.0
2923,Street Fighter V,02-15-2016,39.99,39.99,0.0
2924,Batman : Arkham VR,04-25-2017,19.99,19.99,0.0
2925,Fallout Shelter,03-29-2017,0.0,0.0,0.0
2926,Path of Exile,10-23-2013,0.0,0.0,0.0
2927,Batman : Arkham Origins,10-25-2013,19.99,4.99,75.04
2928,Star Trek Online,01-31-2012,0.0,0.0,0.0
2929,Earthfall,04-26-2017,29.99,29.99,0.0
2930,Sid Meier’s Civilization VI,10-20-2016,59.99,59.99,0.0
2931,What Remains of Edith Finch,04-24-2017,19.99,19.99,0.0
2932,Scanner Sombre,04-26-2017,11.99,9.59,20.02
2933,Factorio,02-25-2016,20.0,20.0,0.0
2934,Rick and Morty: Virtual Rick-ality,04-20-2017,29.99,29.99,0.0
2935,TERA,05-5-2015,0.0,0.0,0.0
2936,Stardew Valley,02-26-2016,14.99,14.99,0.0
2937,Stellaris,05-9-2016,39.99,39.99,0.0
2938,RimWorld,07-15-2016,29.99,29.99,0.0
2939,Portal Knights,02-25-2016,14.99,11.24,25.02
2940,Dungeon Fighter Online,08-9-2016,0.0,0.0,0.0
2941,NBA 2K17,09-20-2016,59.99,59.99,0.0
2942,Ultimate Epic Battle Simulator,04-12-2017,15.99,15.99,0.0
2943,LEGO Batman,10-10-2008,19.99,4.99,75.04
2944,LEGO Batman 2 DC Super Heroes ,06-22-2012,19.99,4.99,75.04
2945,LEGO Batman 3: Beyond Gotham,11-11-2014,29.99,7.49,75.03
2946,The Witcher 3: Wild Hunt,05-18-2015,39.99,39.99,0.0
2947,Silence,11-15-2016,29.99,14.99,50.02
2948,Tom Clancy's Ghost Recon Wildlands,03-6-2017,59.99,59.99,0.0
2949,Bayonetta,04-11-2017,19.99,19.99,0.0
2950,Counter-Strike: Global Offensive,08-21-2012,14.99,14.99,0.0
2951,PLAYERUNKNOWN'S BATTLEGROUNDS,03-23-2017,29.99,29.99,0.0
2952,Outlast 2,04-24-2017,29.99,29.99,0.0
2953,SMITE,09-8-2015,0.0,0.0,0.0
2954,Rocket League,07-6-2015,19.99,19.99,0.0
2955,BlazBlue Centralfiction,04-25-2017,39.99,35.99,10.0
2956,Warframe,03-25-2013,0.0,0.0,0.0
2957,The Long Dark,09-22-2014,19.99,9.99,50.03
2958,H1Z1: King of the Kill,02-17-2016,19.99,19.99,0.0
2959,NieR:Automata ,03-17-2017,59.99,59.99,0.0
2960,Batman : Arkham Knight,06-23-2015,19.99,7.99,60.03
2961,Team Fortress 2,10-10-2007,0.0,0.0,0.0
2962,Batman: Arkham City - Game of the Year Edition,09-7-2012,19.99,4.99,75.04
2963,War Thunder,08-15-2013,0.0,0.0,0.0
2964,Sniper Ghost Warrior 3,04-24-2017,49.99,49.99,0.0
2965,FINAL FANTASY XIV: A Realm Reborn ,02-18-2014,19.99,19.99,0.0
2966,Space Engineers,10-23-2013,24.99,7.49,70.03
2967,DRAGON QUEST HEROES  II,04-25-2017,59.99,59.99,0.0
2968,Tom Clancy's Rainbow Six Siege,12-1-2015,14.99,14.99,0.0
2969,Dota 2,07-9-2013,0.0,0.0,0.0
2970,Grand Theft Auto V,04-13-2015,59.99,59.99,0.0
2971,Batman: Arkham Asylum Game of the Year Edition,03-26-2010,19.99,4.99,75.04
2972,Halo Wars: Definitive Edition,04-20-2017,19.99,19.99,0.0
2973,Street Fighter V,02-15-2016,39.99,39.99,0.0
2974,Batman : Arkham VR,04-25-2017,19.99,19.99,0.0
2975,Fallout Shelter,03-29-2017,0.0,0.0,0.0
2976,Path of Exile,10-23-2013,0.0,0.0,0.0
2977,Batman : Arkham Origins,10-25-2013,19.99,4.99,75.04
2978,Star Trek Online,01-31-2012,0.0,0.0,0.0
2979,Earthfall,04-26-2017,29.99,29.99,0.0
2980,Sid Meier’s Civilization VI,10-20-2016,59.99,59.99,0.0
2981,What Remains of Edith Finch,04-24-2017,19.99,19.99,0.0
2982,Scanner Sombre,04-26-2017,11.99,9.59,20.02
2983,Factorio,02-25-2016,20.0,20.0,0.0
2984,Rick and Morty: Virtual Rick-ality,04-20-2017,29.99,29.99,0.0
2985,TERA,05-5-2015,0.0,0.0,0.0
2986,Stardew Valley,02-26-2016,14.99,14.99,0.0
2987,Stellaris,05-9-2016,39.99,39.99,0.0
2988,RimWorld,07-15-2016,29.99,29.99,0.0
2989,Portal Knights,02-25-2016,14.99,11.24,25.02
2990,Dungeon Fighter Online,08-9-2016,0.0,0.0,0.0
2991,NBA 2K17,09-20-2016,59.99,59.99,0.0
2992,Ultimate Epic Battle Simulator,04-12-2017,15.99,15.99,0.0
2993,LEGO Batman,10-10-2008,19.99,4.99,75.04
2994,LEGO Batman 2 DC Super Heroes ,06-22-2012,19.99,4.99,75.04
2995,LEGO Batman 3: Beyond Gotham,11-11-2014,29.99,7.49,75.03
2996,The Witcher 3: Wild Hunt,05-18-2015,39.99,39.99,0.0
2997,Silence,11-15-2016,29.99,14.99,50.02
2998,Tom Clancy's Ghost Recon Wildlands,03-6-2017,59.99,59.99,0.0
2999,Bayonetta,04-11-2017,19.99,19.99,0.0
3000,Counter-Strike: Global Offensive,08-21-2012,14.99,14.99,0.0
3001,PLAYERUNKNOWN'S BATTLEGROUNDS,03-23-2017,29.99,29.99,0.0
3002,Outlast 2,04-24-2017,29.99,29.99,0.0
3003,SMITE,09-8-2015,0.0,0.0,0.0
3004,Rocket League,07-6-2015,19.99,19.99,0.0
3005,BlazBlue Centralfiction,04-25-2017,39.99,35.99,10.0
3006,Warframe,03-25-2013,0.0,0.0,0.0
3007,The Long Dark,09-22-2014,19.99,9.99,50.03
3008,H1Z1: King of the Kill,02-17-2016,19.99,19.99,0.0
3009,NieR:Automata ,03-17-2017,59.99,59.99,0.0
3010,Batman : Arkham Knight,06-23-2015,19.99,7.99,60.03
3011,Team Fortress 2,10-10-2007,0.0,0.0,0.0
3012,Batman: Arkham City - Game of the Year Edition,09-7-2012,19.99,4.99,75.04
3013,War Thunder,08-15-2013,0.0,0.0,0.0
3014,Sniper Ghost Warrior 3,04-24-2017,49.99,49.99,0.0
3015,FINAL FANTASY XIV: A Realm Reborn ,02-18-2014,19.99,19.99,0.0
3016,Space Engineers,10-23-2013,24.99,7.49,70.03
3017,DRAGON QUEST HEROES  II,04-25-2017,59.99,59.99,0.0
3018,Tom Clancy's Rainbow Six Siege,12-1-2015,14.99,14.99,0.0
3019,Dota 2,07-9-2013,0.0,0.0,0.0
3020,Grand Theft Auto V,04-13-2015,59.99,59.99,0.0
3021,Batman: Arkham Asylum Game of the Year Edition,03-26-2010,19.99,4.99,75.04
3022,Halo Wars: Definitive Edition,04-20-2017,19.99,19.99,0.0
3023,Street Fighter V,02-15-2016,39.99,39.99,0.0
3024,Batman : Arkham VR,04-25-2017,19.99,19.99,0.0
3025,Fallout Shelter,03-29-2017,0.0,0.0,0.0
3026,Path of Exile,10-23-2013,0.0,0.0,0.0
3027,Batman : Arkham Origins,10-25-2013,19.99,4.99,75.04
3028,Star Trek Online,01-31-2012,0.0,0.0,0.0
3029,Earthfall,04-26-2017,29.99,29.99,0.0
3030,Sid Meier’s Civilization VI,10-20-2016,59.99,59.99,0.0
3031,What Remains of Edith Finch,04-24-2017,19.99,19.99,0.0
3032,Scanner Sombre,04-26-2017,11.99,9.59,20.02
3033,Factorio,02-25-2016,20.0,20.0,0.0
3034,Rick and Morty: Virtual Rick-ality,04-20-2017,29.99,29.99,0.0
3035,TERA,05-5-2015,0.0,0.0,0.0
3036,Stardew Valley,02-26-2016,14.99,14.99,0.0
3037,Stellaris,05-9-2016,39.99,39.99,0.0
3038,RimWorld,07-15-2016,29.99,29.99,0.0
3039,Portal Knights,02-25-2016,14.99,11.24,25.02
3040,Dungeon Fighter Online,08-9-2016,0.0,0.0,0.0
3041,NBA 2K17,09-20-2016,59.99,59.99,0.0
3042,Ultimate Epic Battle Simulator,04-12-2017,15.99,15.99,0.0
3043,LEGO Batman,10-10-2008,19.99,4.99,75.04
3044,LEGO Batman 2 DC Super Heroes ,06-22-2012,19.99,4.99,75.04
3045,LEGO Batman 3: Beyond Gotham,11-11-2014,29.99,7.49,75.03
3046,The Witcher 3: Wild Hunt,05-18-2015,39.99,39.99,0.0
3047,Silence,11-15-2016,29.99,14.99,50.02
3048,Tom Clancy's Ghost Recon Wildlands,03-6-2017,59.99,59.99,0.0
3049,Bayonetta,04-11-2017,19.99,19.99,0.0
3050,Counter-Strike: Global Offensive,08-21-2012,14.99,14.99,0.0
3051,PLAYERUNKNOWN'S BATTLEGROUNDS,03-23-2017,29.99,29.99,0.0
3052,Outlast 2,04-24-2017,29.99,29.99,0.0
3053,SMITE,09-8-2015,0.0,0.0,0.0
3054,Rocket League,07-6-2015,19.99,19.99,0.0
3055,BlazBlue Centralfiction,04-25-2017,39.99,35.99,10.0
3056,Warframe,03-25-2013,0.0,0.0,0.0
3057,The Long Dark,09-22-2014,19.99,9.99,50.03
3058,H1Z1: King of the Kill,02-17-2016,19.99,19.99,0.0
3059,NieR:Automata ,03-17-2017,59.99,59.99,0.0
3060,Batman : Arkham Knight,06-23-2015,19.99,7.99,60.03
3061,Team Fortress 2,10-10-2007,0.0,0.0,0.0
3062,Batman: Arkham City - Game of the Year Edition,09-7-2012,19.99,4.99,75.04
3063,War Thunder,08-15-2013,0.0,0.0,0.0
3064,Sniper Ghost Warrior 3,04-24-2017,49.99,49.99,0.0
3065,FINAL FANTASY XIV: A Realm Reborn ,02-18-2014,19.99,19.99,0.0
3066,Space Engineers,10-23-2013,24.99,7.49,70.03
3067,DRAGON QUEST HEROES  II,04-25-2017,59.99,59.99,0.0
3068,Tom Clancy's Rainbow Six Siege,12-1-2015,14.99,14.99,0.0
3069,Dota 2,07-9-2013,0.0,0.0,0.0
3070,Grand Theft Auto V,04-13-2015,59.99,59.99,0.0
3071,Batman: Arkham Asylum Game of the Year Edition,03-26-2010,19.99,4.99,75.04
3072,Halo Wars: Definitive Edition,04-20-2017,19.99,19.99,0.0
3073,Street Fighter V,02-15-2016,39.99,39.99,0.0
3074,Batman : Arkham VR,04-25-2017,19.99,19.99,0.0
3075,Fallout Shelter,03-29-2017,0.0,0.0,0.0
3076,Path of Exile,10-23-2013,0.0,0.0,0.0
3077,Batman : Arkham Origins,10-25-2013,19.99,4.99,75.04
3078,Star Trek Online,01-31-2012,0.0,0.0,0.0
3079,Earthfall,04-26-2017,29.99,29.99,0.0
3080,Sid Meier’s Civilization VI,10-20-2016,59.99,59.99,0.0
3081,What Remains of Edith Finch,04-24-2017,19.99,19.99,0.0
3082,Scanner Sombre,04-26-2017,11.99,9.59,20.02
3083,Factorio,02-25-2016,20.0,20.0,0.0
3084,Rick and Morty: Virtual Rick-ality,04-20-2017,29.99,29.99,0.0
3085,TERA,05-5-2015,0.0,0.0,0.0
3086,Stardew Valley,02-26-2016,14.99,14.99,0.0
3087,Stellaris,05-9-2016,39.99,39.99,0.0
3088,RimWorld,07-15-2016,29.99,29.99,0.0
3089,Portal Knights,02-25-2016,14.99,11.24,25.02
3090,Dungeon Fighter Online,08-9-2016,0.0,0.0,0.0
3091,NBA 2K17,09-20-2016,59.99,59.99,0.0
3092,Ultimate Epic Battle Simulator,04-12-2017,15.99,15.99,0.0
3093,LEGO Batman,10-10-2008,19.99,4.99,75.04
3094,LEGO Batman 2 DC Super Heroes ,06-22-2012,19.99,4.99,75.04
3095,LEGO Batman 3: Beyond Gotham,11-11-2014,29.99,7.49,75.03
3096,The Witcher 3: Wild Hunt,05-18-2015,39.99,39.99,0.0
3097,Silence,11-15-2016,29.99,14.99,50.02
3098,Tom Clancy's Ghost Recon Wildlands,03-6-2017,59.99,59.99,0.0
3099,Bayonetta,04-11-2017,19.99,19.99,0.0
3100,Counter-Strike: Global Offensive,08-21-2012,14.99,14.99,0.0
3101,PLAYERUNKNOWN'S BATTLEGROUNDS,03-23-2017,29.99,29.99,0.0
3102,Outlast 2,04-24-2017,29.99,29.99,0.0
3103,SMITE,09-8-2015,0.0,0.0,0.0
3104,Rocket League,07-6-2015,19.99,19.99,0.0
3105,BlazBlue Centralfiction,04-25-2017,39.99,35.99,10.0
3106,The Long Dark,09-22-2014,19.99,9.99,50.03
3107,Batman : Arkham Knight,06-23-2015,19.99,7.99,60.03
3108,Warframe,03-25-2013,0.0,0.0,0.0
3109,NieR:Automata ,03-17-2017,59.99,59.99,0.0
3110,H1Z1: King of the Kill,02-17-2016,19.99,19.99,0.0
3111,Team Fortress 2,10-10-2007,0.0,0.0,0.0
3112,Batman: Arkham City - Game of the Year Edition,09-7-2012,19.99,4.99,75.04
3113,Space Engineers,10-23-2013,24.99,7.49,70.03
3114,War Thunder,08-15-2013,0.0,0.0,0.0
3115,Sniper Ghost Warrior 3,04-24-2017,49.99,49.99,0.0
3116,FINAL FANTASY XIV: A Realm Reborn ,02-18-2014,19.99,19.99,0.0
3117,DRAGON QUEST HEROES  II,04-25-2017,59.99,59.99,0.0
3118,Tom Clancy's Rainbow Six Siege,12-1-2015,14.99,14.99,0.0
3119,Dota 2,07-9-2013,0.0,0.0,0.0
3120,Batman: Arkham Asylum Game of the Year Edition,03-26-2010,19.99,4.99,75.04
3121,Halo Wars: Definitive Edition,04-20-2017,19.99,19.99,0.0
3122,Grand Theft Auto V,04-13-2015,59.99,59.99,0.0
3123,Earthfall,04-26-2017,29.99,29.99,0.0
3124,Street Fighter V,02-15-2016,39.99,39.99,0.0
3125,Fallout Shelter,03-29-2017,0.0,0.0,0.0
3126,Path of Exile,10-23-2013,0.0,0.0,0.0
3127,Batman : Arkham Origins,10-25-2013,19.99,4.99,75.04
3128,Star Trek Online,01-31-2012,0.0,0.0,0.0
3129,Earthfall,04-26-2017,29.99,29.99,0.0
3130,Sid Meier’s Civilization VI,10-20-2016,59.99,59.99,0.0
3131,What Remains of Edith Finch,04-24-2017,19.99,19.99,0.0
3132,Scanner Sombre,04-26-2017,11.99,9.59,20.02
3133,Factorio,02-25-2016,20.0,20.0,0.0
3134,Rick and Morty: Virtual Rick-ality,04-20-2017,29.99,29.99,0.0
3135,TERA,05-5-2015,0.0,0.0,0.0
3136,Stardew Valley,02-26-2016,14.99,14.99,0.0
3137,Stellaris,05-9-2016,39.99,39.99,0.0
3138,RimWorld,07-15-2016,29.99,29.99,0.0
3139,Portal Knights,02-25-2016,14.99,11.24,25.02
3140,Dungeon Fighter Online,08-9-2016,0.0,0.0,0.0
3141,NBA 2K17,09-20-2016,59.99,59.99,0.0
3142,Ultimate Epic Battle Simulator,04-12-2017,15.99,15.99,0.0
3143,LEGO Batman,10-10-2008,19.99,4.99,75.04
3144,LEGO Batman 2 DC Super Heroes ,06-22-2012,19.99,4.99,75.04
3145,LEGO Batman 3: Beyond Gotham,11-11-2014,29.99,7.49,75.03
3146,The Witcher 3: Wild Hunt,05-18-2015,39.99,39.99,0.0
3147,Silence,11-15-2016,29.99,14.99,50.02
3148,Tom Clancy's Ghost Recon Wildlands,03-6-2017,59.99,59.99,0.0
3149,Bayonetta,04-11-2017,19.99,19.99,0.0
3150,Counter-Strike: Global Offensive,08-21-2012,14.99,14.99,0.0
3151,PLAYERUNKNOWN'S BATTLEGROUNDS,03-23-2017,29.99,29.99,0.0
3152,Outlast 2,04-24-2017,29.99,29.99,0.0
3153,SMITE,09-8-2015,0.0,0.0,0.0
3154,Rocket League,07-6-2015,19.99,19.99,0.0
3155,BlazBlue Centralfiction,04-25-2017,39.99,35.99,10.0
3156,The Long Dark,09-22-2014,19.99,9.99,50.03
3157,Batman : Arkham Knight,06-23-2015,19.99,7.99,60.03
3158,Warframe,03-25-2013,0.0,0.0,0.0
3159,NieR:Automata ,03-17-2017,59.99,59.99,0.0
3160,H1Z1: King of the Kill,02-17-2016,19.99,19.99,0.0
3161,Team Fortress 2,10-10-2007,0.0,0.0,0.0
3162,Batman: Arkham City - Game of the Year Edition,09-7-2012,19.99,4.99,75.04
3163,Space Engineers,10-23-2013,24.99,7.49,70.03
3164,War Thunder,08-15-2013,0.0,0.0,0.0
3165,Sniper Ghost Warrior 3,04-24-2017,49.99,49.99,0.0
3166,FINAL FANTASY XIV: A Realm Reborn ,02-18-2014,19.99,19.99,0.0
3167,DRAGON QUEST HEROES  II,04-25-2017,59.99,59.99,0.0
3168,Tom Clancy's Rainbow Six Siege,12-1-2015,14.99,14.99,0.0
3169,Dota 2,07-9-2013,0.0,0.0,0.0
3170,Batman: Arkham Asylum Game of the Year Edition,03-26-2010,19.99,4.99,75.04
3171,Halo Wars: Definitive Edition,04-20-2017,19.99,19.99,0.0
3172,Grand Theft Auto V,04-13-2015,59.99,59.99,0.0
3173,Earthfall,04-26-2017,29.99,29.99,0.0
3174,Street Fighter V,02-15-2016,39.99,39.99,0.0
3175,Fallout Shelter,03-29-2017,0.0,0.0,0.0
3176,Path of Exile,10-23-2013,0.0,0.0,0.0
3177,Batman : Arkham Origins,10-25-2013,19.99,4.99,75.04
3178,Star Trek Online,01-31-2012,0.0,0.0,0.0
3179,Earthfall,04-26-2017,29.99,29.99,0.0
3180,Sid Meier’s Civilization VI,10-20-2016,59.99,59.99,0.0
3181,What Remains of Edith Finch,04-24-2017,19.99,19.99,0.0
3182,Scanner Sombre,04-26-2017,11.99,9.59,20.02
3183,Factorio,02-25-2016,20.0,20.0,0.0
3184,Rick and Morty: Virtual Rick-ality,04-20-2017,29.99,29.99,0.0
3185,TERA,05-5-2015,0.0,0.0,0.0
3186,Stardew Valley,02-26-2016,14.99,14.99,0.0
3187,Stellaris,05-9-2016,39.99,39.99,0.0
3188,RimWorld,07-15-2016,29.99,29.99,0.0
3189,Portal Knights,02-25-2016,14.99,11.24,25.02
3190,Dungeon Fighter Online,08-9-2016,0.0,0.0,0.0
3191,NBA 2K17,09-20-2016,59.99,59.99,0.0
3192,Ultimate Epic Battle Simulator,04-12-2017,15.99,15.99,0.0
3193,LEGO Batman,10-10-2008,19.99,4.99,75.04
3194,LEGO Batman 2 DC Super Heroes ,06-22-2012,19.99,4.99,75.04
3195,LEGO Batman 3: Beyond Gotham,11-11-2014,29.99,7.49,75.03
3196,The Witcher 3: Wild Hunt,05-18-2015,39.99,39.99,0.0
3197,Silence,11-15-2016,29.99,14.99,50.02
3198,Tom Clancy's Ghost Recon Wildlands,03-6-2017,59.99,59.99,0.0
3199,Bayonetta,04-11-2017,19.99,19.99,0.0
3200,Counter-Strike: Global Offensive,08-21-2012,14.99,14.99,0.0
3201,PLAYERUNKNOWN'S BATTLEGROUNDS,03-23-2017,29.99,29.99,0.0
3202,Outlast 2,04-24-2017,29.99,29.99,0.0
3203,SMITE,09-8-2015,0.0,0.0,0.0
3204,Rocket League,07-6-2015,19.99,19.99,0.0
3205,BlazBlue Centralfiction,04-25-2017,39.99,35.99,10.0
3206,The Long Dark,09-22-2014,19.99,9.99,50.03
3207,Batman : Arkham Knight,06-23-2015,19.99,7.99,60.03
3208,Warframe,03-25-2013,0.0,0.0,0.0
3209,NieR:Automata ,03-17-2017,59.99,59.99,0.0
